Abril,Agosto,Diciembre,Enero,Febrero,Indicador,Julio,Junio,Marzo,Mayo,cvegeomuni,Noviembre,Octubre,Septiembre,Unidad de Medida
0,0,0,,,Casos de Dengue,0,0,0,0,14125,0,0,0,Casos
0,0,0,,,Casos de Dengue,0,0,0,0,14073,0,0,0,Casos
0,0,0,,,Casos de Dengue,0,0,0,0,14007,0,0,0,Casos
0,0,0,,,Casos de Dengue,0,0,0,0,14074,0,0,0,Casos
0,0,0,,,Casos de Dengue,0,0,0,0,14075,0,0,0,Casos
0,0,0,,,Casos de Dengue,0,0,0,0,14076,0,0,0,Casos
0,0,15,,,Casos de Dengue,0,0,0,0,14077,15,12,0,Casos
0,0,0,,,Casos de Dengue,0,0,0,0,14078,0,0,0,Casos
0,0,10,,,Casos de Dengue,0,0,0,0,14098,10,6,5,Casos
0,0,0,,,Casos de Dengue,0,0,0,0,14080,0,0,0,Casos
0,0,0,,,Casos de Dengue,0,0,0,0,14081,0,0,0,Casos
0,2,32,,,Casos de Dengue,0,0,0,0,14056,29,9,3,Casos
0,0,3,,,Casos de Dengue,0,0,0,0,14082,3,1,0,Casos
0,0,0,,,Casos de Dengue,0,0,0,0,14083,0,0,0,Casos
0,1,6,,,Casos de Dengue,0,0,0,0,14084,5,1,1,Casos
0,0,0,,,Casos de Dengue,0,0,0,0,14085,0,0,0,Casos
0,5,11,,,Casos de Dengue,0,0,0,0,14086,11,11,11,Casos
0,0,0,,,Casos de Dengue,0,0,0,0,14087,0,0,0,Casos
0,0,0,,,Casos de Dengue,0,0,0,0,14089,0,0,0,Casos
0,0,0,,,Casos de Dengue,0,0,0,0,14088,0,0,0,Casos
0,0,0,,,Casos de Dengue,0,0,0,0,14090,0,0,0,Casos
0,0,6,,,Casos de Dengue,0,0,0,0,14091,6,4,0,Casos
0,1,2,,,Casos de Dengue,0,0,0,0,14092,2,1,1,Casos
1,35,197,,1,Casos de Dengue,10,1,1,1,14093,180,87,60,Casos
0,0,2,,,Casos de Dengue,0,0,0,0,14094,1,1,1,Casos
0,0,0,,,Casos de Dengue,0,0,0,0,14095,0,0,0,Casos
2,6,16,,,Casos de Dengue,5,2,1,2,14096,16,11,8,Casos
5,47,133,,2,Casos de Dengue,39,11,4,6,14097,125,87,72,Casos
0,0,1,,,Casos de Dengue,0,0,0,0,14099,1,0,0,Casos
19,47,108,1,6,Casos de Dengue,31,26,16,22,14100,107,91,75,Casos
4,13,85,1,2,Casos de Dengue,10,8,3,6,14101,82,59,36,Casos
0,0,2,,,Casos de Dengue,0,0,0,0,14102,2,2,1,Casos
0,0,22,,,Casos de Dengue,0,0,0,0,14103,19,10,3,Casos
0,0,0,,,Casos de Dengue,0,0,0,0,14104,0,0,0,Casos
0,0,0,,,Casos de Dengue,0,0,0,0,14105,0,0,0,Casos
0,0,0,,,Casos de Dengue,0,0,0,0,14106,0,0,0,Casos
0,0,0,,,Casos de Dengue,0,0,0,0,14107,0,0,0,Casos
0,0,41,,,Casos de Dengue,0,0,0,0,14108,31,15,7,Casos
0,0,0,,,Casos de Dengue,0,0,0,0,14109,0,0,0,Casos
0,0,0,,,Casos de Dengue,0,0,0,0,14110,0,0,0,Casos
0,0,0,,,Casos de Dengue,0,0,0,0,14111,0,0,0,Casos
0,0,0,,,Casos de Dengue,0,0,0,0,14112,0,0,0,Casos
0,0,0,,,Casos de Dengue,0,0,0,0,14114,0,0,0,Casos
0,0,0,,,Casos de Dengue,0,0,0,0,14115,0,0,0,Casos
0,0,0,,,Casos de Dengue,0,0,0,0,14116,0,0,0,Casos
0,0,10,,,Casos de Dengue,0,0,0,0,14068,9,5,1,Casos
0,0,0,,,Casos de Dengue,0,0,0,0,14118,0,0,0,Casos
0,0,0,,,Casos de Dengue,0,0,0,0,14119,0,0,0,Casos
4,31,146,1,3,Casos de Dengue,15,12,4,5,14120,143,90,57,Casos
0,2,21,,,Casos de Dengue,0,0,0,0,14121,16,16,8,Casos
0,1,15,,,Casos de Dengue,0,0,0,0,14122,15,13,6,Casos
0,0,0,,,Casos de Dengue,0,0,0,0,14123,0,0,0,Casos
0,3,7,,,Casos de Dengue,3,2,0,1,14023,7,5,4,Casos
0,0,3,,0,Casos de Dengue,0,0,0,0,14124,2,2,1,Casos
