Abril,Agosto,Diciembre,Enero,Febrero,Indicador,Julio,Junio,Marzo,Mayo,cvegeomuni,Noviembre,Octubre,Septiembre,Unidad de Medida
0,0,0,,0,Casos de Dengue,0,0,0,0,14051,0,0,0,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14052,0,0,0,Casos
1,1,1,,0,Casos de Dengue,1,1,1,1,14018,1,1,1,Casos
15,18,29,,13,Casos de Dengue,18,17,14,16,14043,29,22,19,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14057,0,0,0,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14053,0,0,0,Casos
0,1,1,,0,Casos de Dengue,1,1,0,1,14055,1,1,1,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14058,0,0,0,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14059,0,0,0,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14060,0,0,0,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14061,0,0,0,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14062,0,0,0,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14063,0,0,0,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14064,0,0,0,Casos
1,1,7,,0,Casos de Dengue,1,1,0,1,14065,7,4,3,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14066,0,0,0,Casos
172,200,236,,71,Casos de Dengue,196,194,141,180,14067,235,223,210,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14069,0,0,0,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14071,0,0,0,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14072,0,0,0,Casos
5,7,7,,0,Casos de Dengue,7,6,0,5,14113,7,7,7,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14125,0,0,0,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14073,0,0,0,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14007,0,0,0,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14074,0,0,0,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14075,0,0,0,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14076,0,0,0,Casos
0,1,1,,0,Casos de Dengue,1,1,0,1,14077,1,1,1,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14078,0,0,0,Casos
5,9,9,,0,Casos de Dengue,8,7,5,5,14098,9,9,9,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14080,0,0,0,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14081,0,0,0,Casos
1,1,2,,1,Casos de Dengue,1,1,1,1,14056,2,1,1,Casos
0,7,9,,0,Casos de Dengue,3,1,0,1,14082,8,8,8,Casos
0,11,11,,0,Casos de Dengue,10,9,0,0,14083,11,11,11,Casos
0,3,11,,0,Casos de Dengue,3,1,0,2,14084,11,6,5,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14085,0,0,0,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14086,0,0,0,Casos
0,1,1,,0,Casos de Dengue,1,1,0,1,14087,1,1,1,Casos
0,2,2,,0,Casos de Dengue,1,1,0,0,14089,2,2,2,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14088,0,0,0,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14090,0,0,0,Casos
1,1,3,,1,Casos de Dengue,1,1,1,1,14091,2,2,2,Casos
0,1,1,,0,Casos de Dengue,0,0,0,0,14092,1,1,1,Casos
2,1,1,,1,Casos de Dengue,1,1,2,2,14093,1,1,1,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14094,0,0,0,Casos
0,0,1,,0,Casos de Dengue,0,0,0,0,14095,1,1,0,Casos
0,3,5,,0,Casos de Dengue,3,3,0,1,14096,5,4,3,Casos
16,50,86,,5,Casos de Dengue,39,19,11,15,14097,83,76,64,Casos
3,4,5,,3,Casos de Dengue,3,3,3,3,14099,5,5,5,Casos
32,43,54,,7,Casos de Dengue,41,38,26,37,14100,53,50,48,Casos
2,14,28,,1,Casos de Dengue,10,6,1,4,14101,27,24,19,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14102,0,0,0,Casos
0,0,1,,0,Casos de Dengue,0,0,0,0,14103,0,0,0,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14104,0,0,0,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14105,0,0,0,Casos
4,4,4,,0,Casos de Dengue,4,4,0,4,14106,4,4,4,Casos
1,1,1,,0,Casos de Dengue,1,1,0,1,14107,1,1,1,Casos
1,3,4,,1,Casos de Dengue,2,2,1,1,14108,4,4,4,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14109,0,0,0,Casos
0,2,3,,0,Casos de Dengue,2,0,0,0,14110,3,3,2,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14111,0,0,0,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14112,0,0,0,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14114,0,0,0,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14115,0,0,0,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14116,0,0,0,Casos
8,14,15,,2,Casos de Dengue,14,14,2,12,14068,15,14,14,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14118,0,0,0,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14119,0,0,0,Casos
27,71,150,,12,Casos de Dengue,53,44,23,40,14120,138,111,89,Casos
0,0,7,,0,Casos de Dengue,0,0,0,0,14121,7,1,0,Casos
1,2,2,,0,Casos de Dengue,2,2,0,2,14122,2,2,2,Casos
0,0,0,,0,Casos de Dengue,0,0,0,0,14123,0,0,0,Casos
2,3,6,,2,Casos de Dengue,3,3,2,3,14023,6,4,3,Casos
1,1,3,,0,Casos de Dengue,1,1,1,1,14124,3,3,2,Casos
