Abril,Agosto,Diciembre,Enero,Febrero,Indicador,Julio,Junio,Marzo,Mayo,cvegeomuni,Noviembre,Octubre,Septiembre,Unidad de Medida
2,7,199,2,2,Casos de Dengue,5,3,2,2,14070,164,102,50,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14035,0,0,0,Casos
0,1,7,0,0,Casos de Dengue,0,0,0,0,14036,6,5,3,Casos
1,24,54,0,0,Casos de Dengue,20,8,1,2,14079,52,50,34,Casos
0,0,3,0,0,Casos de Dengue,0,0,0,0,14038,3,3,0,Casos
2,575,4529,1,2,Casos de Dengue,162,32,2,2,14039,4125,3211,1903,Casos
0,0,4,0,0,Casos de Dengue,0,0,0,0,14040,3,3,1,Casos
0,0,1,0,0,Casos de Dengue,0,0,0,0,14041,1,1,1,Casos
0,0,8,0,0,Casos de Dengue,0,0,0,0,14042,8,8,0,Casos
0,0,13,0,0,Casos de Dengue,0,0,0,0,14044,13,7,4,Casos
0,0,8,0,0,Casos de Dengue,0,0,0,0,14045,7,5,1,Casos
0,0,1,0,0,Casos de Dengue,0,0,0,0,14046,1,1,0,Casos
0,0,2,0,0,Casos de Dengue,0,0,0,0,14047,2,2,2,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14048,0,0,0,Casos
0,2,9,0,0,Casos de Dengue,1,1,0,0,14049,5,5,2,Casos
0,0,35,0,0,Casos de Dengue,0,0,0,0,14050,33,14,1,Casos
0,0,11,0,0,Casos de Dengue,0,0,0,0,14051,11,8,2,Casos
1,31,43,0,0,Casos de Dengue,20,2,0,1,14052,42,42,33,Casos
0,1,16,0,0,Casos de Dengue,0,0,0,0,14018,14,11,2,Casos
13,16,39,0,8,Casos de Dengue,16,16,11,14,14043,34,32,22,Casos
0,0,1,0,0,Casos de Dengue,0,0,0,0,14057,1,0,0,Casos
0,0,5,0,0,Casos de Dengue,0,0,0,0,14053,4,2,0,Casos
0,0,8,0,0,Casos de Dengue,0,0,0,0,14055,8,7,4,Casos
0,0,1,0,0,Casos de Dengue,0,0,0,0,14058,1,0,0,Casos
0,1,2,0,0,Casos de Dengue,1,0,0,0,14059,2,2,2,Casos
0,0,5,0,0,Casos de Dengue,0,0,0,0,14060,5,2,0,Casos
0,0,3,0,0,Casos de Dengue,0,0,0,0,14061,3,3,3,Casos
0,0,4,0,0,Casos de Dengue,0,0,0,0,14062,4,4,2,Casos
0,2,27,0,0,Casos de Dengue,2,1,0,0,14063,21,12,3,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14064,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14065,0,0,0,Casos
0,0,20,0,0,Casos de Dengue,0,0,0,0,14066,16,11,4,Casos
84,108,369,9,48,Casos de Dengue,95,92,67,90,14067,327,236,161,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14069,0,0,0,Casos
0,0,5,0,0,Casos de Dengue,0,0,0,0,14071,5,2,2,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14072,0,0,0,Casos
0,1,39,0,0,Casos de Dengue,0,0,0,0,14113,36,30,12,Casos
0,0,2,0,0,Casos de Dengue,0,0,0,0,14125,2,2,0,Casos
0,0,13,0,0,Casos de Dengue,0,0,0,0,14073,9,7,0,Casos
0,1,9,0,0,Casos de Dengue,0,0,0,0,14007,8,7,5,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14074,0,0,0,Casos
0,1,2,0,0,Casos de Dengue,1,0,0,0,14075,2,2,2,Casos
0,1,4,0,0,Casos de Dengue,0,0,0,0,14076,4,3,1,Casos
0,1,19,0,0,Casos de Dengue,0,0,0,0,14077,18,16,9,Casos
0,0,1,0,0,Casos de Dengue,0,0,0,0,14078,1,1,0,Casos
0,1,22,0,0,Casos de Dengue,0,0,0,0,14098,18,17,3,Casos
0,0,1,0,0,Casos de Dengue,0,0,0,0,14080,1,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14081,0,0,0,Casos
7,110,224,0,0,Casos de Dengue,55,27,0,9,14056,216,199,172,Casos
1,57,115,0,1,Casos de Dengue,46,18,1,1,14082,109,97,81,Casos
0,0,38,0,0,Casos de Dengue,0,0,0,0,14083,32,31,11,Casos
0,0,21,0,0,Casos de Dengue,0,0,0,0,14084,16,11,4,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14085,0,0,0,Casos
0,1,20,0,0,Casos de Dengue,1,0,0,0,14086,15,6,1,Casos
0,0,4,0,0,Casos de Dengue,0,0,0,0,14087,4,2,0,Casos
0,10,31,0,0,Casos de Dengue,3,0,0,0,14089,30,28,21,Casos
0,0,2,0,0,Casos de Dengue,0,0,0,0,14088,2,2,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14090,0,0,0,Casos
0,17,165,0,0,Casos de Dengue,0,0,0,0,14091,146,138,100,Casos
0,2,9,0,0,Casos de Dengue,0,0,0,0,14092,8,6,2,Casos
0,0,40,0,0,Casos de Dengue,0,0,0,0,14093,32,21,8,Casos
0,13,21,0,0,Casos de Dengue,0,0,0,0,14094,21,20,17,Casos
0,0,6,0,0,Casos de Dengue,0,0,0,0,14095,6,6,1,Casos
0,12,236,0,0,Casos de Dengue,4,2,0,0,14096,197,123,54,Casos
1,36,1030,0,0,Casos de Dengue,10,2,0,2,14097,851,584,331,Casos
0,22,64,0,0,Casos de Dengue,14,12,0,8,14099,55,54,42,Casos
21,28,128,4,10,Casos de Dengue,27,26,15,25,14100,98,84,45,Casos
1,109,1033,1,1,Casos de Dengue,30,3,1,1,14101,946,753,454,Casos
2,19,36,0,1,Casos de Dengue,16,7,1,5,14102,35,35,29,Casos
1,2,21,0,1,Casos de Dengue,1,1,1,1,14103,21,20,14,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14104,0,0,0,Casos
0,0,7,0,0,Casos de Dengue,0,0,0,0,14105,7,4,0,Casos
0,1,12,0,0,Casos de Dengue,0,0,0,0,14106,11,11,7,Casos
0,0,2,0,0,Casos de Dengue,0,0,0,0,14107,2,2,1,Casos
0,0,8,0,0,Casos de Dengue,0,0,0,0,14108,4,4,2,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14109,0,0,0,Casos
0,3,9,0,0,Casos de Dengue,2,1,0,0,14110,9,9,4,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14111,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14112,0,0,0,Casos
0,1,16,0,0,Casos de Dengue,1,0,0,0,14114,16,8,3,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14115,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14116,0,0,0,Casos
0,3,5,0,0,Casos de Dengue,1,1,0,0,14068,4,4,4,Casos
0,0,11,0,0,Casos de Dengue,0,0,0,0,14118,11,7,1,Casos
0,0,13,0,0,Casos de Dengue,0,0,0,0,14119,6,5,1,Casos
2,251,1803,1,2,Casos de Dengue,94,28,2,6,14120,1673,1270,773,Casos
0,1,10,0,0,Casos de Dengue,1,0,0,0,14121,8,4,2,Casos
1,2,54,0,1,Casos de Dengue,1,1,1,1,14122,42,32,6,Casos
0,0,4,0,0,Casos de Dengue,0,0,0,0,14123,4,3,0,Casos
4,12,95,1,4,Casos de Dengue,9,4,4,4,14023,86,79,49,Casos
0,0,35,0,0,Casos de Dengue,0,0,0,0,14124,33,27,10,Casos
