Abril,Agosto,Diciembre,Enero,Febrero,Indicador,Julio,Junio,Marzo,Mayo,cvegeomuni,Noviembre,Octubre,Septiembre,Unidad de Medida
0,1,9,0,0,Casos de Dengue,1,0,0,0,14106,8,8,5,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14107,0,0,0,Casos
0,2,17,0,0,Casos de Dengue,0,0,0,0,14108,14,10,6,Casos
0,0,1,0,0,Casos de Dengue,0,0,0,0,14109,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14110,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14111,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14112,0,0,0,Casos
0,1,2,0,0,Casos de Dengue,1,1,0,1,14114,2,1,1,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14115,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14116,0,0,0,Casos
0,0,1,0,0,Casos de Dengue,0,0,0,0,14068,1,1,0,Casos
0,0,2,0,0,Casos de Dengue,0,0,0,0,14118,2,1,0,Casos
0,11,29,0,0,Casos de Dengue,7,0,0,0,14119,20,20,13,Casos
12,27,280,3,8,Casos de Dengue,22,17,12,15,14120,157,128,59,Casos
0,1,16,0,0,Casos de Dengue,1,1,0,1,14121,12,12,5,Casos
2,10,12,0,0,Casos de Dengue,8,7,2,3,14122,12,12,10,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14123,0,0,0,Casos
8,16,123,5,7,Casos de Dengue,9,8,8,8,14023,82,67,43,Casos
0,0,8,0,0,Casos de Dengue,0,0,0,0,14124,3,3,2,Casos
