Abril,Agosto,Diciembre,Enero,Febrero,Indicador,Julio,Junio,Marzo,Mayo,cvegeomuni,Noviembre,Octubre,Septiembre,Unidad de Medida
0,0,0,0,0,Casos de Dengue,0,0,0,0,14038,0,0,0,Casos
2,40,542,1,2,Casos de Dengue,11,6,2,3,14039,505,299,110,Casos
0,0,1,0,0,Casos de Dengue,0,0,0,0,14040,1,1,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14041,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14042,0,0,0,Casos
0,0,4,0,0,Casos de Dengue,0,0,0,0,14044,4,3,1,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14045,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14046,0,0,0,Casos
0,2,15,0,0,Casos de Dengue,0,0,0,0,14047,15,15,11,Casos
0,0,1,0,0,Casos de Dengue,0,0,0,0,14048,1,1,1,Casos
0,0,5,0,0,Casos de Dengue,0,0,0,0,14049,5,5,0,Casos
0,4,16,0,0,Casos de Dengue,2,1,0,0,14050,15,11,6,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14051,0,0,0,Casos
2,30,32,0,0,Casos de Dengue,24,24,0,13,14052,32,32,31,Casos
1,61,107,0,0,Casos de Dengue,19,17,0,8,14018,107,104,89,Casos
0,14,95,0,0,Casos de Dengue,10,4,0,0,14043,89,75,37,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14057,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14053,0,0,0,Casos
0,0,4,0,0,Casos de Dengue,0,0,0,0,14055,4,4,0,Casos
0,0,3,0,0,Casos de Dengue,0,0,0,0,14058,1,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14059,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14060,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14061,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14062,0,0,0,Casos
0,0,28,0,0,Casos de Dengue,0,0,0,0,14063,28,16,4,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14064,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14065,0,0,0,Casos
0,1,11,0,0,Casos de Dengue,0,0,0,0,14066,11,10,6,Casos
3,22,379,0,2,Casos de Dengue,12,9,3,3,14067,302,178,66,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14069,0,0,0,Casos
0,0,1,0,0,Casos de Dengue,0,0,0,0,14071,1,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14072,0,0,0,Casos
0,0,6,0,0,Casos de Dengue,0,0,0,0,14113,5,3,1,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14125,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14073,0,0,0,Casos
0,0,1,0,0,Casos de Dengue,0,0,0,0,14007,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14074,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14075,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14076,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14077,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14078,0,0,0,Casos
0,0,1,0,0,Casos de Dengue,0,0,0,0,14098,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14080,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14081,0,0,0,Casos
0,0,14,0,0,Casos de Dengue,0,0,0,0,14056,13,7,2,Casos
0,8,41,0,0,Casos de Dengue,2,1,0,0,14082,40,22,17,Casos
0,8,29,0,0,Casos de Dengue,4,3,0,0,14083,29,28,26,Casos
0,1,3,0,0,Casos de Dengue,0,0,0,0,14084,3,2,1,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14085,0,0,0,Casos
0,0,4,0,0,Casos de Dengue,0,0,0,0,14086,3,2,2,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14087,0,0,0,Casos
0,11,23,0,0,Casos de Dengue,7,2,0,1,14089,22,22,22,Casos
0,3,6,0,0,Casos de Dengue,2,2,0,0,14088,6,6,3,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14090,0,0,0,Casos
0,1,2,0,0,Casos de Dengue,0,0,0,0,14091,2,2,2,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14092,0,0,0,Casos
2,2,9,1,2,Casos de Dengue,2,2,2,2,14093,9,8,6,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14094,0,0,0,Casos
0,0,2,0,0,Casos de Dengue,0,0,0,0,14095,0,0,0,Casos
1,1,20,0,1,Casos de Dengue,1,1,1,1,14096,18,8,3,Casos
0,2,121,0,0,Casos de Dengue,1,0,0,0,14097,102,67,19,Casos
4,12,44,0,0,Casos de Dengue,4,4,3,4,14099,40,39,26,Casos
3,19,132,0,1,Casos de Dengue,15,10,3,4,14100,103,67,41,Casos
1,5,184,1,1,Casos de Dengue,1,1,1,1,14101,172,93,33,Casos
0,0,6,0,0,Casos de Dengue,0,0,0,0,14102,5,5,4,Casos
0,0,1,0,0,Casos de Dengue,0,0,0,0,14103,1,1,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14104,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14105,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14106,0,0,0,Casos
0,0,3,0,0,Casos de Dengue,0,0,0,0,14107,3,3,0,Casos
1,25,38,0,0,Casos de Dengue,9,8,0,3,14108,38,38,32,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14109,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14110,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14111,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14112,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14114,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14115,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14116,0,0,0,Casos
0,2,7,0,0,Casos de Dengue,1,0,0,0,14068,7,6,5,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14118,0,0,0,Casos
0,2,3,0,0,Casos de Dengue,0,0,0,0,14119,3,3,3,Casos
2,38,248,2,2,Casos de Dengue,17,10,2,2,14120,230,164,90,Casos
1,3,12,0,0,Casos de Dengue,3,1,0,1,14121,12,11,8,Casos
0,0,4,0,0,Casos de Dengue,0,0,0,0,14122,3,2,2,Casos
1,1,2,0,1,Casos de Dengue,1,1,1,1,14123,1,1,1,Casos
0,8,35,0,0,Casos de Dengue,4,2,0,0,14023,34,27,14,Casos
0,0,2,0,0,Casos de Dengue,0,0,0,0,14124,2,1,1,Casos
