Abril,Agosto,Diciembre,Enero,Febrero,Indicador,Julio,Junio,Marzo,Mayo,cvegeomuni,Noviembre,Octubre,Septiembre,Unidad de Medida
0,0,0,0,0,Casos de Dengue,0,0,0,0,14038,0,0,0,Casos
12,38,211,2,6,Casos de Dengue,21,16,10,15,14039,126,75,65,Casos
1,1,1,0,1,Casos de Dengue,1,1,1,1,14040,1,1,1,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14041,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14042,0,0,0,Casos
0,6,7,0,0,Casos de Dengue,3,0,0,0,14044,6,6,6,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14045,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14046,0,0,0,Casos
0,0,1,0,0,Casos de Dengue,0,0,0,0,14047,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14048,0,0,0,Casos
1,2,3,0,0,Casos de Dengue,2,2,0,1,14049,2,2,2,Casos
0,0,4,0,0,Casos de Dengue,0,0,0,0,14050,3,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14051,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14052,0,0,0,Casos
0,0,16,0,0,Casos de Dengue,0,0,0,0,14018,3,1,1,Casos
4,7,8,0,2,Casos de Dengue,5,5,3,5,14043,8,7,7,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14057,0,0,0,Casos
0,0,4,0,0,Casos de Dengue,0,0,0,0,14053,4,1,1,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14055,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14058,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14059,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14060,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14061,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14062,0,0,0,Casos
1,2,26,0,1,Casos de Dengue,1,1,1,1,14063,12,10,10,Casos
0,1,1,0,0,Casos de Dengue,0,0,0,0,14064,1,1,1,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14065,0,0,0,Casos
0,5,12,0,0,Casos de Dengue,4,4,0,0,14066,12,11,10,Casos
2,17,47,0,0,Casos de Dengue,7,6,2,6,14067,34,31,30,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14069,0,0,0,Casos
0,0,3,0,0,Casos de Dengue,0,0,0,0,14071,3,2,2,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14072,0,0,0,Casos
2,2,4,1,2,Casos de Dengue,2,2,2,2,14113,2,2,2,Casos
0,0,2,0,0,Casos de Dengue,0,0,0,0,14125,0,0,0,Casos
0,0,1,0,0,Casos de Dengue,0,0,0,0,14073,1,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14007,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14074,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14075,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14076,0,0,0,Casos
0,4,4,0,0,Casos de Dengue,2,1,0,1,14077,4,4,4,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14078,0,0,0,Casos
1,2,2,0,0,Casos de Dengue,2,1,0,1,14098,2,2,2,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14080,0,0,0,Casos
0,1,1,0,0,Casos de Dengue,1,1,0,0,14081,1,1,1,Casos
0,2,4,0,0,Casos de Dengue,1,1,0,0,14056,4,4,4,Casos
0,1,5,0,0,Casos de Dengue,0,0,0,0,14082,1,1,1,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14083,0,0,0,Casos
0,1,1,0,0,Casos de Dengue,1,0,0,0,14084,1,1,1,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14085,0,0,0,Casos
0,0,3,0,0,Casos de Dengue,0,0,0,0,14086,1,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14087,0,0,0,Casos
0,0,1,0,0,Casos de Dengue,0,0,0,0,14089,1,1,1,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14088,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14090,0,0,0,Casos
0,6,21,0,0,Casos de Dengue,1,1,0,0,14091,12,6,6,Casos
0,1,1,0,0,Casos de Dengue,1,0,0,0,14092,1,1,1,Casos
0,0,5,0,0,Casos de Dengue,0,0,0,0,14093,2,2,2,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14094,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14095,0,0,0,Casos
1,3,26,0,0,Casos de Dengue,2,1,1,1,14096,11,8,7,Casos
3,44,167,0,1,Casos de Dengue,10,6,1,3,14097,110,74,71,Casos
3,4,5,0,1,Casos de Dengue,3,3,1,3,14099,4,4,4,Casos
2,4,8,0,0,Casos de Dengue,3,3,1,3,14100,4,4,4,Casos
2,3,43,0,0,Casos de Dengue,3,3,1,3,14101,25,10,9,Casos
0,2,2,0,0,Casos de Dengue,1,0,0,0,14102,2,2,2,Casos
0,6,7,0,0,Casos de Dengue,6,6,0,5,14103,7,7,7,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14104,0,0,0,Casos
0,0,1,0,0,Casos de Dengue,0,0,0,0,14105,1,1,1,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14106,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14107,0,0,0,Casos
0,1,15,0,0,Casos de Dengue,0,0,0,0,14108,2,2,2,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14109,0,0,0,Casos
0,2,3,0,0,Casos de Dengue,2,0,0,0,14110,3,3,3,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14111,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14112,0,0,0,Casos
0,6,11,0,0,Casos de Dengue,0,0,0,0,14114,11,9,9,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14115,0,0,0,Casos
0,0,0,0,0,Casos de Dengue,0,0,0,0,14116,0,0,0,Casos
1,2,2,0,0,Casos de Dengue,2,2,1,2,14068,2,2,2,Casos
0,0,2,0,0,Casos de Dengue,0,0,0,0,14118,0,0,0,Casos
0,12,16,0,0,Casos de Dengue,7,2,0,0,14119,14,14,14,Casos
9,24,150,3,4,Casos de Dengue,13,9,8,9,14120,84,56,46,Casos
3,9,25,1,2,Casos de Dengue,7,4,2,4,14121,21,20,16,Casos
0,1,1,0,0,Casos de Dengue,0,0,0,0,14122,1,1,1,Casos
0,0,3,0,0,Casos de Dengue,0,0,0,0,14123,2,1,0,Casos
4,21,106,2,3,Casos de Dengue,6,4,4,4,14023,88,66,49,Casos
0,0,3,0,0,Casos de Dengue,0,0,0,0,14124,0,0,0,Casos
